sequence,arm_id,scenario_id,trial_number,scenario_type,status,contract_valid,provider_failed,focal_vulnerable_candidate_id,parsed_ranking,vulnerable_candidate_rank,top_1_success,top_4_success,reciprocal_rank,latency_ms,raw_artifact,validation_errors
880,local_qwen,os15-s0028,1,positive,valid,True,False,os15-c000184,"[""os15-c000503"",""os15-c000373"",""os15-c000162"",""os15-c000184"",""os15-c000051""]",4,False,True,0.25,70329,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0880__local_qwen__os15-s0028__trial-1.json,[]
881,local_qwen,os15-s0028,2,positive,valid,True,False,os15-c000184,"[""os15-c000503"",""os15-c000373"",""os15-c000162"",""os15-c000184"",""os15-c000051""]",4,False,True,0.25,63687,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0881__local_qwen__os15-s0028__trial-2.json,[]
882,local_qwen,os15-s0028,3,positive,valid,True,False,os15-c000184,"[""os15-c000503"",""os15-c000373"",""os15-c000162"",""os15-c000184"",""os15-c000051""]",4,False,True,0.25,65284,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0882__local_qwen__os15-s0028__trial-3.json,[]
883,local_qwen,os15-s0028,4,positive,valid,True,False,os15-c000184,"[""os15-c000503"",""os15-c000373"",""os15-c000162"",""os15-c000184"",""os15-c000051""]",4,False,True,0.25,87189,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0883__local_qwen__os15-s0028__trial-4.json,[]
884,local_qwen,os15-s0028,5,positive,valid,True,False,os15-c000184,"[""os15-c000503"",""os15-c000373"",""os15-c000162"",""os15-c000184"",""os15-c000051""]",4,False,True,0.25,79184,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0884__local_qwen__os15-s0028__trial-5.json,[]
885,local_qwen,os15-s0029,1,positive,valid,True,False,os15-c000066,"[""os15-c000466"",""os15-c000093"",""os15-c000111"",""os15-c000074"",""os15-c000066""]",5,False,False,0.2,84569,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0885__local_qwen__os15-s0029__trial-1.json,[]
886,local_qwen,os15-s0029,2,positive,valid,True,False,os15-c000066,"[""os15-c000466"",""os15-c000093"",""os15-c000111"",""os15-c000074"",""os15-c000066""]",5,False,False,0.2,81340,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0886__local_qwen__os15-s0029__trial-2.json,[]
887,local_qwen,os15-s0029,3,positive,valid,True,False,os15-c000066,"[""os15-c000466"",""os15-c000093"",""os15-c000111"",""os15-c000074"",""os15-c000066""]",5,False,False,0.2,79627,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0887__local_qwen__os15-s0029__trial-3.json,[]
888,local_qwen,os15-s0029,4,positive,valid,True,False,os15-c000066,"[""os15-c000466"",""os15-c000093"",""os15-c000111"",""os15-c000074"",""os15-c000066""]",5,False,False,0.2,80664,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0888__local_qwen__os15-s0029__trial-4.json,[]
889,local_qwen,os15-s0029,5,positive,valid,True,False,os15-c000066,"[""os15-c000466"",""os15-c000093"",""os15-c000111"",""os15-c000074"",""os15-c000066""]",5,False,False,0.2,74973,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0889__local_qwen__os15-s0029__trial-5.json,[]
890,local_qwen,os15-s0030,1,positive,valid,True,False,os15-c000477,"[""os15-c000493"",""os15-c000477"",""os15-c000083"",""os15-c000358"",""os15-c000329""]",2,False,True,0.5,66065,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0890__local_qwen__os15-s0030__trial-1.json,[]
891,local_qwen,os15-s0030,2,positive,valid,True,False,os15-c000477,"[""os15-c000493"",""os15-c000477"",""os15-c000083"",""os15-c000358"",""os15-c000329""]",2,False,True,0.5,63204,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0891__local_qwen__os15-s0030__trial-2.json,[]
892,local_qwen,os15-s0030,3,positive,valid,True,False,os15-c000477,"[""os15-c000493"",""os15-c000477"",""os15-c000083"",""os15-c000358"",""os15-c000329""]",2,False,True,0.5,62625,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0892__local_qwen__os15-s0030__trial-3.json,[]
893,local_qwen,os15-s0030,4,positive,valid,True,False,os15-c000477,"[""os15-c000493"",""os15-c000477"",""os15-c000083"",""os15-c000358"",""os15-c000329""]",2,False,True,0.5,63477,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0893__local_qwen__os15-s0030__trial-4.json,[]
894,local_qwen,os15-s0030,5,positive,valid,True,False,os15-c000477,"[""os15-c000493"",""os15-c000477"",""os15-c000083"",""os15-c000358"",""os15-c000329""]",2,False,True,0.5,63160,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0894__local_qwen__os15-s0030__trial-5.json,[]
895,local_qwen,os15-s0031,1,positive,valid,True,False,os15-c000283,"[""os15-c000410"",""os15-c000223"",""os15-c000283"",""os15-c000372"",""os15-c000087""]",3,False,True,0.333333,62592,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0895__local_qwen__os15-s0031__trial-1.json,[]
896,local_qwen,os15-s0031,2,positive,valid,True,False,os15-c000283,"[""os15-c000410"",""os15-c000223"",""os15-c000283"",""os15-c000372"",""os15-c000087""]",3,False,True,0.333333,62466,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0896__local_qwen__os15-s0031__trial-2.json,[]
897,local_qwen,os15-s0031,3,positive,valid,True,False,os15-c000283,"[""os15-c000410"",""os15-c000223"",""os15-c000283"",""os15-c000372"",""os15-c000087""]",3,False,True,0.333333,61877,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0897__local_qwen__os15-s0031__trial-3.json,[]
898,local_qwen,os15-s0031,4,positive,valid,True,False,os15-c000283,"[""os15-c000410"",""os15-c000223"",""os15-c000283"",""os15-c000372"",""os15-c000087""]",3,False,True,0.333333,72928,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0898__local_qwen__os15-s0031__trial-4.json,[]
899,local_qwen,os15-s0031,5,positive,valid,True,False,os15-c000283,"[""os15-c000410"",""os15-c000223"",""os15-c000283"",""os15-c000372"",""os15-c000087""]",3,False,True,0.333333,94561,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0899__local_qwen__os15-s0031__trial-5.json,[]
900,local_qwen,os15-s0032,1,positive,valid,True,False,os15-c000454,"[""os15-c000455"",""os15-c000454"",""os15-c000337"",""os15-c000192"",""os15-c000336""]",2,False,True,0.5,78566,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0900__local_qwen__os15-s0032__trial-1.json,[]
901,local_qwen,os15-s0032,2,positive,valid,True,False,os15-c000454,"[""os15-c000455"",""os15-c000454"",""os15-c000337"",""os15-c000192"",""os15-c000336""]",2,False,True,0.5,81947,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0901__local_qwen__os15-s0032__trial-2.json,[]
902,local_qwen,os15-s0032,3,positive,valid,True,False,os15-c000454,"[""os15-c000455"",""os15-c000454"",""os15-c000337"",""os15-c000192"",""os15-c000336""]",2,False,True,0.5,93391,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0902__local_qwen__os15-s0032__trial-3.json,[]
903,local_qwen,os15-s0032,4,positive,valid,True,False,os15-c000454,"[""os15-c000455"",""os15-c000454"",""os15-c000337"",""os15-c000192"",""os15-c000336""]",2,False,True,0.5,90913,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0903__local_qwen__os15-s0032__trial-4.json,[]
904,local_qwen,os15-s0032,5,positive,valid,True,False,os15-c000454,"[""os15-c000455"",""os15-c000454"",""os15-c000337"",""os15-c000192"",""os15-c000336""]",2,False,True,0.5,83319,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0904__local_qwen__os15-s0032__trial-5.json,[]
905,local_qwen,os15-s0033,1,positive,malformed,False,False,os15-c000076,"[""os15-c000076"",""os15-c000388"",""os15-c000323"",""os15-c000151"",""os15-c000216""]",not_applicable,not_applicable,not_applicable,not_applicable,86579,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0905__local_qwen__os15-s0033__trial-1.json,"[""duplicate candidate_id: os15-c000388"", ""omitted candidate_id values: os15-c000216""]"
906,local_qwen,os15-s0033,2,positive,malformed,False,False,os15-c000076,"[""os15-c000076"",""os15-c000388"",""os15-c000323"",""os15-c000151"",""os15-c000216""]",not_applicable,not_applicable,not_applicable,not_applicable,100640,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0906__local_qwen__os15-s0033__trial-2.json,"[""duplicate candidate_id: os15-c000388"", ""omitted candidate_id values: os15-c000216""]"
907,local_qwen,os15-s0033,3,positive,malformed,False,False,os15-c000076,"[""os15-c000076"",""os15-c000388"",""os15-c000323"",""os15-c000151"",""os15-c000216""]",not_applicable,not_applicable,not_applicable,not_applicable,83058,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0907__local_qwen__os15-s0033__trial-3.json,"[""duplicate candidate_id: os15-c000388"", ""omitted candidate_id values: os15-c000216""]"
908,local_qwen,os15-s0033,4,positive,malformed,False,False,os15-c000076,"[""os15-c000076"",""os15-c000388"",""os15-c000323"",""os15-c000151"",""os15-c000216""]",not_applicable,not_applicable,not_applicable,not_applicable,75322,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0908__local_qwen__os15-s0033__trial-4.json,"[""duplicate candidate_id: os15-c000388"", ""omitted candidate_id values: os15-c000216""]"
909,local_qwen,os15-s0033,5,positive,malformed,False,False,os15-c000076,"[""os15-c000076"",""os15-c000388"",""os15-c000323"",""os15-c000151"",""os15-c000216""]",not_applicable,not_applicable,not_applicable,not_applicable,77393,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0909__local_qwen__os15-s0033__trial-5.json,"[""duplicate candidate_id: os15-c000388"", ""omitted candidate_id values: os15-c000216""]"
910,local_qwen,os15-s0034,1,positive,valid,True,False,os15-c000183,"[""os15-c000154"",""os15-c000469"",""os15-c000308"",""os15-c000183"",""os15-c000131""]",4,False,True,0.25,85313,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0910__local_qwen__os15-s0034__trial-1.json,[]
911,local_qwen,os15-s0034,2,positive,valid,True,False,os15-c000183,"[""os15-c000154"",""os15-c000469"",""os15-c000308"",""os15-c000183"",""os15-c000131""]",4,False,True,0.25,89176,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0911__local_qwen__os15-s0034__trial-2.json,[]
912,local_qwen,os15-s0034,3,positive,valid,True,False,os15-c000183,"[""os15-c000154"",""os15-c000469"",""os15-c000308"",""os15-c000183"",""os15-c000131""]",4,False,True,0.25,86308,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0912__local_qwen__os15-s0034__trial-3.json,[]
913,local_qwen,os15-s0034,4,positive,valid,True,False,os15-c000183,"[""os15-c000154"",""os15-c000469"",""os15-c000308"",""os15-c000183"",""os15-c000131""]",4,False,True,0.25,125616,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0913__local_qwen__os15-s0034__trial-4.json,[]
914,local_qwen,os15-s0034,5,positive,valid,True,False,os15-c000183,"[""os15-c000154"",""os15-c000469"",""os15-c000308"",""os15-c000183"",""os15-c000131""]",4,False,True,0.25,84072,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0914__local_qwen__os15-s0034__trial-5.json,[]
915,local_qwen,os15-s0035,1,positive,valid,True,False,os15-c000445,"[""os15-c000445"",""os15-c000116"",""os15-c000501"",""os15-c000427"",""os15-c000073""]",1,True,True,1.0,94039,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0915__local_qwen__os15-s0035__trial-1.json,[]
916,local_qwen,os15-s0035,2,positive,valid,True,False,os15-c000445,"[""os15-c000445"",""os15-c000116"",""os15-c000501"",""os15-c000427"",""os15-c000073""]",1,True,True,1.0,88875,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0916__local_qwen__os15-s0035__trial-2.json,[]
917,local_qwen,os15-s0035,3,positive,valid,True,False,os15-c000445,"[""os15-c000445"",""os15-c000116"",""os15-c000501"",""os15-c000427"",""os15-c000073""]",1,True,True,1.0,88775,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0917__local_qwen__os15-s0035__trial-3.json,[]
918,local_qwen,os15-s0035,4,positive,valid,True,False,os15-c000445,"[""os15-c000445"",""os15-c000116"",""os15-c000501"",""os15-c000427"",""os15-c000073""]",1,True,True,1.0,93099,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0918__local_qwen__os15-s0035__trial-4.json,[]
919,local_qwen,os15-s0035,5,positive,valid,True,False,os15-c000445,"[""os15-c000445"",""os15-c000116"",""os15-c000501"",""os15-c000427"",""os15-c000073""]",1,True,True,1.0,105644,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0919__local_qwen__os15-s0035__trial-5.json,[]
920,local_qwen,os15-s0036,1,positive,valid,True,False,os15-c000394,"[""os15-c000394"",""os15-c000492"",""os15-c000103"",""os15-c000331"",""os15-c000243""]",1,True,True,1.0,82770,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0920__local_qwen__os15-s0036__trial-1.json,[]
921,local_qwen,os15-s0036,2,positive,valid,True,False,os15-c000394,"[""os15-c000394"",""os15-c000492"",""os15-c000103"",""os15-c000331"",""os15-c000243""]",1,True,True,1.0,87182,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0921__local_qwen__os15-s0036__trial-2.json,[]
922,local_qwen,os15-s0036,3,positive,valid,True,False,os15-c000394,"[""os15-c000394"",""os15-c000492"",""os15-c000103"",""os15-c000331"",""os15-c000243""]",1,True,True,1.0,86376,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0922__local_qwen__os15-s0036__trial-3.json,[]
923,local_qwen,os15-s0036,4,positive,valid,True,False,os15-c000394,"[""os15-c000394"",""os15-c000492"",""os15-c000103"",""os15-c000331"",""os15-c000243""]",1,True,True,1.0,80943,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0923__local_qwen__os15-s0036__trial-4.json,[]
924,local_qwen,os15-s0036,5,positive,valid,True,False,os15-c000394,"[""os15-c000394"",""os15-c000492"",""os15-c000103"",""os15-c000331"",""os15-c000243""]",1,True,True,1.0,81706,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0924__local_qwen__os15-s0036__trial-5.json,[]
925,local_qwen,os15-s0037,1,positive,valid,True,False,os15-c000242,"[""os15-c000384"",""os15-c000261"",""os15-c000305"",""os15-c000242"",""os15-c000067""]",4,False,True,0.25,84719,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0925__local_qwen__os15-s0037__trial-1.json,[]
926,local_qwen,os15-s0037,2,positive,valid,True,False,os15-c000242,"[""os15-c000384"",""os15-c000261"",""os15-c000305"",""os15-c000242"",""os15-c000067""]",4,False,True,0.25,86647,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0926__local_qwen__os15-s0037__trial-2.json,[]
927,local_qwen,os15-s0037,3,positive,valid,True,False,os15-c000242,"[""os15-c000384"",""os15-c000261"",""os15-c000305"",""os15-c000242"",""os15-c000067""]",4,False,True,0.25,92286,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0927__local_qwen__os15-s0037__trial-3.json,[]
928,local_qwen,os15-s0037,4,positive,valid,True,False,os15-c000242,"[""os15-c000384"",""os15-c000261"",""os15-c000305"",""os15-c000242"",""os15-c000067""]",4,False,True,0.25,91945,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0928__local_qwen__os15-s0037__trial-4.json,[]
929,local_qwen,os15-s0037,5,positive,valid,True,False,os15-c000242,"[""os15-c000384"",""os15-c000261"",""os15-c000305"",""os15-c000242"",""os15-c000067""]",4,False,True,0.25,83608,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0929__local_qwen__os15-s0037__trial-5.json,[]
930,local_qwen,os15-s0038,1,positive,valid,True,False,os15-c000272,"[""os15-c000396"",""os15-c000272"",""os15-c000110"",""os15-c000408"",""os15-c000464""]",2,False,True,0.5,75549,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0930__local_qwen__os15-s0038__trial-1.json,[]
931,local_qwen,os15-s0038,2,positive,valid,True,False,os15-c000272,"[""os15-c000396"",""os15-c000272"",""os15-c000110"",""os15-c000408"",""os15-c000464""]",2,False,True,0.5,76461,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0931__local_qwen__os15-s0038__trial-2.json,[]
932,local_qwen,os15-s0038,3,positive,valid,True,False,os15-c000272,"[""os15-c000396"",""os15-c000272"",""os15-c000110"",""os15-c000408"",""os15-c000464""]",2,False,True,0.5,77960,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0932__local_qwen__os15-s0038__trial-3.json,[]
933,local_qwen,os15-s0038,4,positive,valid,True,False,os15-c000272,"[""os15-c000396"",""os15-c000272"",""os15-c000110"",""os15-c000408"",""os15-c000464""]",2,False,True,0.5,78579,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0933__local_qwen__os15-s0038__trial-4.json,[]
934,local_qwen,os15-s0038,5,positive,valid,True,False,os15-c000272,"[""os15-c000396"",""os15-c000272"",""os15-c000110"",""os15-c000408"",""os15-c000464""]",2,False,True,0.5,90487,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0934__local_qwen__os15-s0038__trial-5.json,[]
935,local_qwen,os15-s0039,1,positive,valid,True,False,os15-c000480,"[""os15-c000485"",""os15-c000480"",""os15-c000163"",""os15-c000392"",""os15-c000195""]",2,False,True,0.5,85623,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0935__local_qwen__os15-s0039__trial-1.json,[]
